"Id","salePrice"
1603,64135.0497034445
1604,257839.761126721
1605,262327.241651343
1606,171966.500064886
1607,229469.121562361
1608,228986.142040851
1609,204642.355674646
1610,151872.991401779
1611,151362.727829899
1612,181390.045463445
1613,170801.115819122
1614,114693.161815774
1615,73088.8985269376
1616,73088.8985269376
1617,88171.2015814921
1618,116954.499534063
1619,125144.23273585
1620,200648.299911872
1621,144610.37401595
1622,130052.497127785
1623,264343.790353739
1624,204013.38718659
1625,119195.643941272
1626,184059.373216252
1627,188943.805341671
1628,282612.111623304
1629,198050.697195598
1630,328538.183689091
1631,239404.298482147
1632,258451.184251753
1633,183118.765032379
1634,191499.901179146
1635,174441.571832404
1636,173443.022655851
1637,178543.172574382
1638,221423.204355721
1639,204286.212969215
1640,268000.265578613
1641,204375.752588434
1642,226864.958574314
1643,247839.0375477
1644,242400.161295578
1645,181270.34203499
1646,156456.100290478
1647,182945.77804844
1648,147345.957006387
1649,122533.496214187
1650,100329.514475053
1651,111246.06674622
1652,120267.598599704
1653,119701.968009584
1654,169019.496774139
1655,171354.307857245
1656,166609.39717157
1657,170150.757954378
1658,167175.02776169
1659,146102.104567042
1660,145894.939368319
1661,349762.8876895
1662,339169.596462746
1663,326868.58904068
1664,401761.80357031
1665,302216.609446592
1666,284655.978882196
1667,314661.305389512
1668,302742.690003908
1669,282740.399589469
1670,307773.328496894
1671,248642.870931012
1672,361539.221951511
1673,284710.431228162
1674,270051.138998183
1675,194996.912886193
1676,190483.170143614
1677,215847.612465486
1678,385459.478058731
1679,320373.895722811
1680,301408.114459077
1681,263858.875635848
1682,277448.525548484
1683,217532.155818943
1684,197584.279568985
1685,180648.92947355
1686,202900.649784464
1687,186291.595704357
1688,211226.849335111
1689,208296.711382861
1690,200404.888956104
1691,189500.514387059
1692,262885.775124011
1693,185995.855084899
1694,180850.476204109
1695,186801.925204594
1696,268859.061845742
1697,186506.184585135
1698,317651.231858092
1699,302596.242424127
1700,235876.581960513
1701,267056.650286147
1702,279157.72454895
1703,274962.294998715
1704,279112.910429128
1705,240955.65015622
1706,365612.418798839
1707,223346.934485538
1708,220099.900534393
1709,284065.353995713
1710,241294.846838948
1711,255394.73605881
1712,277654.807601038
1713,255580.288915745
1714,230674.702705743
1715,209594.111430917
1716,210746.343344018
1717,203496.901385079
1718,156352.428026394
1719,219723.94849739
1720,260923.497099344
1721,200317.706707958
1722,132946.332148553
1723,153394.747437651
1724,238513.214790548
1725,233747.743351369
1726,188160.665960148
1727,184551.323282566
1728,196621.696064571
1729,162852.038255804
1730,175092.717193849
1731,125460.363275508
1732,114825.614259634
1733,100874.572385319
1734,109576.083142697
1735,115636.065150611
1736,105606.73473782
1737,290923.340951372
1738,218825.199934526
1739,314155.6091556
1740,228637.214834807
1741,192761.005389982
1742,179049.302267517
1743,193009.428401826
1744,256666.488094038
1745,241350.980916799
1746,259031.649939238
1747,220329.24800315
1748,238781.848471238
1749,152159.312258752
1750,155540.958459396
1751,248720.711351644
1752,104268.355926038
1753,179328.530315274
1754,226679.374162348
1755,170673.118033538
1756,97277.2909253445
1757,99743.3112050799
1758,143591.263740955
1759,165949.682677616
1760,163855.227848496
1761,153674.080911224
1762,172941.398844528
1763,188714.387291685
1764,105813.852369363
1765,209367.811742446
1766,178355.427700638
1767,203398.276281608
1768,122860.804661309
1769,193796.810308897
1770,134443.732356898
1771,127385.747261487
1772,142444.610780296
1773,107625.36667573
1774,192921.294540107
1775,133688.876869961
1776,120891.365502415
1777,87140.1911421744
1778,125954.208328826
1779,101717.833396904
1780,191763.716773412
1781,123818.35823067
1782,53754.332780072
1783,133688.109121736
1784,74794.5459069032
1785,105991.942119896
1786,166441.415307095
1787,184480.32442765
1788,-7490.75201699988
1789,96376.0615095858
1790,39479.1125068692
1791,246126.885592372
1792,166382.825106813
1793,153083.456024741
1794,154758.626757715
1795,139118.286677453
1796,122877.878287601
1797,139258.749221124
1798,114541.76648874
1799,84325.9347276941
1800,114081.431623196
1801,110999.968444394
1802,176258.420706627
1803,185051.411239847
1804,131125.145660489
1805,137303.905515195
1806,151705.089427401
1807,169903.222537735
1808,122852.11927689
1809,100357.288724166
1810,138072.806629741
1811,87254.0296178666
1812,97878.8554221139
1813,121223.862426398
1814,80659.7953176735
1815,-1156.295530951
1816,77691.185405242
1817,100212.840421182
1818,157122.277070394
1819,136316.882506779
1820,42238.832749672
1821,142869.889175685
1822,176997.266609384
1823,10965.426568597
1824,147898.628521723
1825,122879.731710627
1826,93339.0259391916
1827,113054.373324658
1828,125097.330255698
1829,161764.52509505
1830,164804.416064216
1831,188180.940356532
1832,138263.848730438
1833,157227.938934366
1834,139747.903287492
1835,171140.841973016
1836,161461.194057408
1837,55565.1879842945
1838,132136.262080715
1839,72245.2416110004
1840,116723.831832499
1841,128305.704502769
1842,87708.2390939868
1843,120587.271995363
1844,147002.239960165
1845,135024.726025829
1846,157630.710908765
1847,177418.040732687
1848,-10030.0397446379
1849,108138.058699387
1850,116188.193150088
1851,151304.444146872
1852,116445.775890642
1853,122758.805303378
1854,187655.640307097
1855,171326.107923935
1856,225287.435176731
1857,154803.832114342
1858,174483.710182996
1859,144777.368301498
1860,161121.815605193
1861,143316.170529581
1862,292608.190857845
1863,292608.190857845
1864,292608.190857845
1865,302556.981739312
1866,300827.765525799
1867,259366.69867764
1868,277262.782501018
1869,209649.285182654
1870,240790.911237025
1871,260569.629878228
1872,175692.309967524
1873,224074.193447537
1874,130477.52773552
1875,219738.562081222
1876,197403.602583636
1877,219791.091027696
1878,223952.733458019
1879,114222.810454488
1880,129347.102134269
1881,247942.776674023
1882,265638.293471233
1883,213736.7023761
1884,224321.001171831
1885,243487.227749033
1886,273444.294112875
1887,215475.745838279
1888,269943.403975977
1889,171818.451712041
1890,105962.166144149
1891,166948.898043662
1892,81198.1690500168
1893,132489.666691697
1894,149265.925312271
1895,150103.417540986
1896,111608.568100252
1897,111206.647445986
1898,120851.567247707
1899,157264.614577365
1900,147023.268008843
1901,141456.066224493
1902,135811.264520488
1903,228200.275525088
1904,118442.239026783
1905,187164.493575876
1906,143504.632632507
1907,208752.175519404
1908,141663.74828438
1909,156987.331754996
1910,153438.444321494
1911,197951.542721036
1912,282544.574268687
1913,166963.98569377
1914,42972.2099773287
1915,259710.258387179
1916,3897.78529645968
1917,271739.71971695
1918,134403.975167778
1919,173453.100665567
1920,187798.559467012
1921,331396.671295698
1922,293970.34866688
1923,221129.107175132
1924,218880.805057935
1925,234129.738187662
1926,322657.243158477
1927,117333.5818033
1928,163805.234488003
1929,101193.922213263
1930,144741.013542323
1931,133183.998780809
1932,145848.974623362
1933,156304.791273863
1934,188366.797671293
1935,171679.956742449
1936,188636.687641955
1937,188811.609836318
1938,172138.226547919
1939,264586.362280352
1940,220046.651292084
1941,190348.143373616
1942,187179.344058059
1943,223297.515989552
1944,293398.748213814
1945,312800.893353455
1946,185492.16551673
1947,285443.065610868
1948,175171.587286057
1949,233347.873177582
1950,193633.145984356
1951,260268.245421513
1952,236681.656539771
1953,165833.622250429
1954,224495.722685985
1955,137290.015244837
1956,306104.548648438
1957,186058.661846987
1958,289591.579290158
1959,164155.885552688
1960,92062.6396541903
1961,120481.920160831
1962,120267.598599704
1963,119701.968009584
1964,114388.261247743
1965,165478.135991331
1966,172444.799708469
1967,268696.581023175
1968,344318.907589561
1969,320226.766297088
1970,357467.559319604
1971,385027.272269858
1972,320039.503451591
1973,272677.934485845
1974,290941.66183428
1975,391197.22813995
1976,266692.95067303
1977,317752.598538982
1978,330774.761172609
1979,313337.888986978
1980,215364.912687298
1981,307502.095159106
1982,233642.990366294
1983,233642.990366294
1984,206810.425700544
1985,235007.948365421
1986,243161.704081905
1987,204250.315885199
1988,182974.935229648
1989,213773.608373523
1990,228058.750980976
1991,215847.612465486
1992,226902.274782039
1993,192977.424740035
1994,250142.46176282
1995,208509.084371482
1996,266831.635369293
1997,312864.286873605
1998,299921.03766494
1999,239193.453041605
2000,297702.498858651
2001,256145.62720492
2002,248196.964357199
2003,267512.141669052
2004,262140.804026677
2005,243885.714282147
2006,236629.24132733
2007,275467.195137045
2008,203858.305474605
2009,193039.137959543
2010,211213.345169224
2011,158689.445901816
2012,198701.611132368
2013,181172.469343124
2014,188637.128740057
2015,205706.960849776
2016,190644.018650428
2017,208678.665534295
2018,112422.162971511
2019,114478.64088041
2020,107090.857887447
2021,102005.833565559
2022,183712.162236053
2023,158886.579954434
2024,246762.640020697
2025,338048.457600551
2026,204301.241175505
2027,160260.586782866
2028,194241.176767995
2029,180169.0830625
2030,274744.621888267
2031,254511.962539179
2032,263973.461749586
2033,267932.941516779
2034,190008.16449619
2035,217319.915905484
2036,228664.583998176
2037,230047.430030184
2038,316976.135020666
2039,225184.94702371
2040,330083.876381354
2041,241926.373074457
2042,222164.436711478
2043,180623.601050306
2044,214411.008149584
2045,215832.044760298
2046,175961.247113991
2047,145220.454709938
2048,133947.728207875
2049,184901.9298541
2050,200306.237541922
2051,90396.7813810994
2052,136526.300522036
2053,134186.463816139
2054,57191.3899474521
2055,157858.607150403
2056,136677.540643558
2057,111279.599812894
2058,206410.824246951
2059,125694.506480317
2060,150177.942438135
2061,190430.919301063
2062,119470.559485543
2063,94044.0308348468
2064,135299.760112963
2065,118458.684206213
2066,189200.776131579
2067,140985.70937505
2068,188709.948657904
2069,57245.8211248603
2070,99077.4383124023
2071,71966.5681124245
2072,164844.244597997
2073,131718.746784352
2074,203906.749099529
2075,148491.353008752
2076,110210.941299032
2077,133769.987264525
2078,115589.050418525
2079,141456.382144612
2080,125939.79885971
2081,137583.081848263
2082,160987.121388563
2083,152847.228611936
2084,93529.8511975467
2085,123966.928063109
2086,151213.954332966
2087,147609.035496714
2088,118761.093406569
2089,75287.609137866
2090,146940.143728373
2091,93268.0753778684
2092,132584.733491739
2093,134777.969388292
2094,140531.839431164
2095,148619.171842215
2096,78374.343379966
2097,82987.4722313955
2098,155748.589584209
2099,-4856.10376328684
2100,86102.1512629443
2101,142121.126928087
2102,153645.439555997
2103,91922.5442105597
2104,182944.227551559
2105,114157.421395732
2106,48298.8598692972
2107,239054.278761045
2108,110159.640611032
2109,109098.119019888
2110,119940.533141852
2111,175033.020550342
2112,136028.669815978
2113,122313.764110759
2114,129390.059244273
2115,169484.749530494
2116,124639.024691642
2117,149736.159999769
2118,126429.861187971
2119,120267.582751515
2120,108201.992907919
2121,0
2122,76700.9510596357
2123,85279.7512711262
2124,205027.961790394
2125,157981.436950762
2126,175018.420341325
2127,177241.969655305
2128,140052.61857073
2129,114459.589925989
2130,146794.606589808
2131,191630.98597484
2132,123799.575218182
2133,149141.592743432
2134,116495.26345472
2135,95080.4593823314
2136,42239.6053796328
2137,122889.256862095
2138,132356.096181593
2139,162372.495762136
2140,126617.25083181
2141,146879.931973117
2142,122410.129641405
2143,149232.04917786
2144,127726.082603444
2145,122168.52186866
2146,155631.392899176
2147,166524.198603826
2148,146215.686037798
2149,136524.054666693
2150,214286.548316973
2151,134804.367960961
2152,152892.754084143
2153,154034.189991716
2154,94842.3587726802
2155,145012.762198739
2156,257172.78615559
2157,231135.655215638
2158,236784.237922754
2159,229838.409747222
2160,190035.266244264
2161,271561.071609813
2162,348988.168450839
2163,304514.921830461
2164,253503.705947342
2165,188278.771872496
2166,144428.569609835
2167,215562.548583328
2168,194661.121797067
2169,206794.378116877
2170,221057.492623755
2171,145030.939259582
2172,141146.624471827
2173,169344.068034267
2174,250834.87618784
2175,296329.041366826
2176,283708.851366091
2177,255591.373624985
2178,234819.036200003
2179,157345.660809647
2180,246383.968282819
2181,221569.896211047
2182,247547.356516624
2183,215771.51075216
2184,123493.751207228
2185,126217.785603726
2186,165725.970155134
2187,163629.722818058
2188,171627.453611307
2189,288988.694967875
2190,58275.2504468827
2191,58275.2504468827
2192,56998.752270659
2193,94329.0844345798
2194,90081.116121438
2195,82104.4251163261
2196,90778.2008434234
2197,110066.075919943
2198,163429.741431492
2199,173638.185917479
2200,123863.053356231
2201,145902.777277865
2202,184614.345393535
2203,156869.105606296
2204,160331.409916983
2205,119219.059601007
2206,134509.26470604
2207,212073.493688134
2208,227056.381407094
2209,194567.721201455
2210,141663.74828438
2211,126222.135792828
2212,135342.198961597
2213,89754.4722732872
2214,143715.904173243
2215,98738.9076316742
2216,158526.897178651
2217,5074.71988009801
2218,71292.8755780754
2219,75451.0912561332
2220,55095.2334822269
2221,259710.258387179
2222,238252.986031063
2223,271147.211253582
2224,231960.066592806
2225,151749.887531754
2226,176452.781064048
2227,211683.334461889
2228,264133.258899631
2229,241801.676916147
2230,150648.311292405
2231,223690.289224859
2232,197838.799516073
2233,175396.051678859
2234,239993.949675274
2235,219231.878165086
2236,270598.747589343
2237,301019.709071344
2238,237041.229198288
2239,133029.30414728
2240,175802.204251852
2241,140052.495145318
2242,138021.725650041
2243,128297.779429705
2244,92411.7960625519
2245,81347.7370919129
2246,129569.519818967
2247,116021.073149347
2248,109151.913605572
2249,117905.596869436
2250,129495.569845929
2251,124853.569767853
2252,195643.301438482
2253,163113.846663819
2254,180118.475318602
2255,195438.940821618
2256,196218.670561627
2257,219878.316498252
2258,192295.65290062
2259,187368.15265645
2260,162572.137443131
2261,208752.051042991
2262,229474.619167179
2263,295075.278864317
2264,360200.203377234
2265,181517.159790738
2266,276370.766005887
2267,317673.691516843
2268,341414.104614264
2269,176695.267360008
2270,191600.970833635
2271,225191.556661434
2272,213705.87168929
2273,166918.14169151
2274,183855.157743255
2275,172042.483130997
2276,193272.17974393
2277,194729.583503738
2278,164135.855437109
2279,119769.084771549
2280,85627.9345421414
2281,190911.532879672
2282,190330.908325193
2283,127174.630129436
2284,138847.528239179
2285,159181.696411321
2286,114466.265722069
2287,307795.307212573
2288,278148.59849807
2289,315284.678046851
2290,356345.502203448
2291,302516.141139453
2292,346251.081802314
2293,372482.01881695
2294,352863.829589633
2295,369938.014644851
2296,284548.426680378
2297,272834.109204838
2298,306814.329439627
2299,342647.699021484
2300,297253.290877905
2301,256843.966401871
2302,251051.973208324
2303,265679.859530516
2304,271211.181394201
2305,197615.478271745
2306,197615.478271745
2307,195639.86448585
2308,251749.431697352
2309,272767.039339031
2310,231784.800335943
2311,217532.155818943
2312,175417.096966679
2313,183836.031871055
2314,194344.88615028
2315,180932.403321749
2316,206771.251016011
2317,192219.225044606
2318,182454.437720528
2319,198715.540749225
2320,206790.058683035
2321,263311.284273089
2322,207729.096617527
2323,187778.697224076
2324,185995.855084899
2325,229339.607027636
2326,186612.074544267
2327,226091.607853505
2328,228350.785016363
2329,194200.789197503
2330,192387.296260146
2331,320400.222158507
2332,358393.020992401
2333,309228.982789639
2334,268124.836021488
2335,261940.227602475
2336,303401.870540753
2337,216669.779357636
2338,265224.471221191
2339,249809.53015128
2340,341202.38531354
2341,223287.637331652
2342,249794.957186438
2343,227481.618894556
2344,247970.618092721
2345,271159.117906127
2346,233565.669356757
2347,213448.596055289
2348,241582.020313613
2349,159086.338628849
2350,262155.664953661
2351,254715.29799388
2352,277071.633173165
2353,257542.273023619
2354,152744.870613215
2355,175768.423126548
2356,158842.47102553
2357,225750.453325622
2358,196821.396704828
2359,143820.250274574
2360,112528.744178723
2361,134062.311519203
2362,261345.777283933
2363,137195.686824772
2364,167314.489873746
2365,235340.887388382
2366,216859.81941674
2367,251899.230628926
2368,214924.242721132
2369,251697.961336612
2370,177684.270690958
2371,182397.5496861
2372,211098.33643494
2373,258666.95169275
2374,277350.097802759
2375,247233.219021269
2376,280254.400035799
2377,318729.80760385
2378,158478.674578508
2379,223235.083080974
2380,155638.504065697
2381,175783.78660251
2382,212321.332601414
2383,228281.568732121
2384,236720.367465731
2385,149934.592433379
2386,137911.524730543
2387,129829.902086756
2388,110001.153179904
2389,126556.798158022
2390,136278.654274589
2391,123505.888764595
2392,102913.024146688
2393,178279.259972138
2394,144942.021845729
2395,204798.59497189
2396,161453.781086695
2397,209922.311226336
2398,121575.086191295
2399,23261.540425904
2400,13882.998484383
2401,106737.832909439
2402,120838.678084216
2403,185967.002330441
2404,136652.599046625
2405,167531.612002352
2406,136869.728781327
2407,110546.014721864
2408,132362.594254249
2409,124613.710409089
2410,202138.687777726
2411,103646.609237718
2412,146657.077222759
2413,128035.355102062
2414,131285.023852741
2415,166359.654554928
2416,136613.144628382
2417,131213.58588875
2418,117241.195997296
2419,122112.458757427
2420,102734.986963611
2421,133680.813779234
2422,100992.061777218
2423,92736.6472512831
2424,168491.530810652
2425,238491.084197888
2426,114961.555778967
2427,110767.957639338
2428,185054.716409314
2429,103610.147530764
2430,132059.403176181
2431,119492.998016581
2432,128033.181589984
2433,125739.320600139
2434,133120.37942395
2435,144838.750005647
2436,87313.7251634907
2437,101440.202975439
2438,106874.614038693
2439,117089.28748509
2440,143988.288569262
2441,100810.550433326
2442,107326.244292614
2443,118578.197601924
2444,121271.809492922
2445,68408.6398788612
2446,125268.234849439
2447,208706.117114553
2448,146266.852286839
2449,108169.423604354
2450,165854.048939571
2451,124892.090954394
2452,220329.482326515
2453,67754.774580525
2454,99782.9201363598
2455,109624.607419578
2456,125823.197480023
2457,115155.184861407
2458,121188.602093669
2459,93419.9011177211
2460,153059.639555995
2461,112583.51371329
2462,135045.863214828
2463,122082.977272606
2464,192469.629156858
2465,143000.561760754
2466,124607.627539476
2467,172060.409506149
2468,85706.5295116514
2469,103225.212041556
2470,201969.663558654
2471,210338.345822443
2472,196469.391266645
2473,108182.580540414
2474,87315.5051284685
2475,234475.269705149
2476,117534.713482089
2477,112215.738973667
2478,171642.060766242
2479,109174.917986329
2480,133006.972108506
2481,118980.008464648
2482,124409.736459946
2483,107270.399148127
2484,125076.814659271
2485,107869.257098299
2486,152071.798463752
2487,198771.807367117
2488,163278.994428691
2489,173569.826102191
2490,137722.837887633
2491,78955.1254770652
2492,190586.612065175
2493,138489.566186925
2494,158253.435626874
2495,91346.162847423
2496,240037.510260318
2497,160292.771508034
2498,99177.6806149601
2499,77872.2460477285
2500,121803.975107832
2501,136709.978617833
2502,147391.275814401
2503,89126.218404987
2504,198274.460796035
2505,224869.139352653
2506,274522.893115535
2507,316862.622790194
2508,274522.893115535
2509,245149.386544951
2510,246837.852155086
2511,207240.787036945
2512,220719.416479473
2513,216846.636618146
2514,249714.905463201
2515,147206.257451423
2516,165375.451912971
2517,130477.52773552
2518,140896.682636067
2519,224886.616873082
2520,213674.860186831
2521,211534.408534943
2522,223742.365344654
2523,124171.35434744
2524,129897.689930465
2525,128992.937941759
2526,139152.98683028
2527,113025.255264621
2528,123740.713729435
2529,129328.288095789
2530,102482.301303531
2531,239098.399721878
2532,230078.530417548
2533,214644.486486578
2534,247822.261624972
2535,293929.182972279
2536,231797.054741039
2537,236780.551979278
2538,200101.237443792
2539,199572.748858851
2540,193427.807234382
2541,200312.110719779
2542,163953.516155938
2543,110518.153569609
2544,115813.915235327
2545,128363.246051827
2546,161189.623455798
2547,156809.030497349
2548,174537.428619148
2549,156431.87254944
2550,613669.545783331
2551,166653.157424204
2552,120201.74012764
2553,58275.2504468827
2554,101169.96425959
2555,113527.591749559
2556,69560.9502241806
2557,91845.0556232576
2558,170819.506216022
2559,133920.432620763
2560,132081.097680202
2561,142710.688205889
2562,130145.496173892
2563,144555.894888279
2564,190794.992436293
2565,115600.303379646
2566,130990.576377057
2567,120112.414816319
2568,194261.469319698
2569,185352.937908212
2570,142527.183331421
2571,178413.281319111
2572,202073.039075452
2573,224691.575744547
2574,292288.363042138
2575,138616.585451746
2576,123119.621469893
2577,0
2578,82929.184953107
2579,11045.7402570143
2580,137963.13598306
2581,117920.12476641
2582,114660.942882404
2583,257148.164660919
2584,169094.525561784
2585,191614.429787067
2586,224497.514697894
2587,216887.697797396
2588,151308.911213466
2589,154686.09051244
2590,216815.12990179
2591,224768.384584748
2592,244176.767802849
2593,252546.275806163
2594,193537.968876302
2595,226997.704541891
2596,295381.361389442
2597,201451.002666713
2598,257040.653739035
2599,328606.505545835
2600,159125.907194856
2601,167612.622129257
2602,88171.2015814921
2603,81302.6748302609
2604,73088.8985269376
2605,90433.723941971
2606,134642.602505517
2607,176702.568447851
2608,188868.636326521
2609,148094.015309708
2610,86677.2497488282
2611,141547.490730881
2612,156757.281305686
2613,109151.913605572
2614,115411.691810531
2615,158163.337943449
2616,131195.479106189
2617,203831.855293321
2618,184229.28021091
2619,237014.740046997
2620,180318.16291053
2621,185327.985813713
2622,192730.57629228
2623,260767.738646473
2624,285021.674579036
2625,321661.056509853
2626,171915.905629268
2627,210356.489079112
2628,337000.464648177
2629,391823.387148883
2630,316861.783951004
2631,374465.988194906
2632,336330.458811663
2633,284659.015410827
2634,321601.022563613
2635,163494.572135467
2636,210673.563402427
2637,180759.576546324
2638,250631.419416439
2639,187430.368362245
2640,155327.664604833
2641,101559.32587059
2642,199981.1457504
2643,141125.672003751
2644,144079.864225433
2645,122313.339786158
2646,117683.057957707
2647,126608.999539317
2648,152942.001863266
2649,142981.325501119
2650,157928.127244034
2651,166043.76658145
2652,345312.606426913
2653,270124.588074602
2654,261871.700429584
2655,311977.680022781
2656,302908.353847628
2657,300965.389868938
2658,275577.263765612
2659,291407.945130372
2660,306293.139327748
2661,305676.41201847
2662,304069.148487755
2663,278598.412148706
2664,271623.483075896
2665,296745.211013873
2666,281058.114238566
2667,178293.245092786
2668,200363.877644186
2669,192784.855634725
2670,289674.082137793
2671,200363.877644186
2672,212734.743353124
2673,223252.609179445
2674,226780.185346201
2675,196130.035670595
2676,208869.591341233
2677,206864.458293701
2678,261191.931356681
2679,265665.592887557
2680,284363.387320707
2681,348751.732291278
2682,312956.197007443
2683,380986.091144526
2684,298839.866744786
2685,317495.169416326
2686,257032.136660076
2687,275769.591997421
2688,247409.294444871
2689,227791.874063661
2690,351209.615634264
2691,196011.561502702
2692,155529.21469572
2693,218525.143893393
2694,154870.125119633
2695,215201.510947348
2696,206912.823111806
2697,200954.02836779
2698,189077.029511652
2699,190280.30445584
2700,174838.897572523
2701,161511.970763533
2702,126154.785235905
2703,165745.008343866
2704,150267.943576047
2705,113553.424151751
2706,108189.724101675
2707,121251.8428879
2708,117025.533953735
2709,92786.9540437445
2710,110361.012024126
2711,283293.324297298
2712,318942.148274985
2713,202539.245694938
2714,179865.908649125
2715,179846.319234017
2716,170051.562324456
2717,190329.345618253
2718,250432.257796906
2719,141606.488803081
2720,191006.459676111
2721,135017.141714748
2722,166712.732948302
2723,158740.373232192
2724,106460.276654827
2725,119934.838660194
2726,128312.716304778
2727,179034.334129399
2728,180489.555072789
2729,141295.096315978
2730,133641.195894248
2731,105754.6396967
2732,107240.267572563
2733,169082.845216709
2734,158084.74370051
2735,122511.286420311
2736,144994.041518893
2737,109375.508906681
2738,173533.595747196
2739,169267.929734601
2740,148043.245822675
2741,138242.259615672
2742,169303.690379137
2743,135608.59310334
2744,151440.051782699
2745,146251.312424456
2746,123366.263953768
2747,162770.076118059
2748,119184.375823264
2749,110285.606486715
2750,114146.915894125
2751,108783.946163454
2752,242510.135980418
2753,162921.275407028
2754,242333.832071666
2755,149469.03354659
2756,52056.8433793539
2757,50828.8291807241
2758,53737.5734973915
2759,143986.225525361
2760,130660.586922925
2761,144786.748901205
2762,156134.658026084
2763,205923.319646067
2764,168453.967616296
2765,259722.103807652
2766,110688.377883377
2767,56323.5811285906
2768,139241.621006339
2769,125700.157469506
2770,170276.091895049
2771,101440.202975439
2772,101464.40305411
2773,162801.282864853
2774,148131.044945474
2775,126807.688558932
2776,158642.46610196
2777,166061.199677998
2778,122992.789016513
2779,129340.992004453
2780,121805.132920802
2781,86169.3317264796
2782,69195.0774200542
2783,65072.5611711956
2784,119764.894243678
2785,136245.200074086
2786,15361.6553950574
2787,127743.358912897
2788,44442.9647923246
2789,222937.53805194
2790,76891.0184291178
2791,121461.786014037
2792,46432.7929949499
2793,172593.360708074
2794,60742.9581554062
2795,118813.396830617
2796,83738.8548650907
2797,237605.7962327
2798,98213.4393888597
2799,111494.814231538
2800,64168.4865197952
2801,119257.940982389
2802,126101.200643028
2803,220676.004154212
2804,142531.758133771
2805,84150.1737302124
2806,91177.3689195997
2807,175328.233178279
2808,135579.946810274
2809,127785.968785634
2810,120629.260620591
2811,164031.752968576
2812,157674.619355422
2813,212435.353002392
2814,210872.903591499
2815,88329.9186172073
2816,241957.862967365
2817,127762.04876662
2818,115519.541941389
2819,178571.688825553
2820,125658.232620701
2821,105021.528167388
2822,191309.406607134
2823,301020.512504345
2824,173025.264449125
2825,148354.502044604
2826,127246.305895348
2827,160263.811667852
2828,237471.112022282
2829,221272.326854691
2830,253893.94628639
2831,201563.276224411
2832,237718.43641544
2833,268147.789132632
2834,223756.517583576
2835,236805.19071455
2836,206793.654941961
2837,176672.663403252
2838,155108.132745531
2839,176629.191001571
2840,216440.057769337
2841,213557.40461868
2842,219019.941234499
2843,150176.697928276
2844,181228.521489724
2845,107096.508876636
2846,215923.437209164
2847,194006.043242296
2848,239453.503150943
